,NAME,CUISINE_LVL1,CUISINE_LVL2,CUISINE_LVL3,COST
5090,Free India Bakery,Bakery,Desserts,,Low
5091,Rekdee - Aroma Of Flavour'S,Fast Food,,,Low
5092,Super Natural,Healthy Food,,,High
5093,The Sweet Bakers,Desserts,,,Low
5094,Chugal Katta Family Restaurant,Chinese,North Indian,Italian,High
5095,Shree Balaji 99 - Variety Dosa Center,South Indian,,,Low
5096,Bangalore Iyangar'S Bakery,Bakery,,,Low
5097,Sinfully Whipped,Desserts,Bakery,,Low
5098,Melting Pot Bhojanalaya,South Indian,,,High
5099,Jeenuzz,Fast Food,Beverages,,Low
5100,Kgn Momos,Momos,,,Low
5101,Sai Prasad Bar And Restaurant,North Indian,South Indian,Maharashtrian,High
5102,Cream Studio,Ice Cream,Desserts,,Low
5104,Friends Hub,Fast Food,,,Low
5105,Sweet Treats,Bakery,Desserts,,Low
5106,National Tea Point,Tea,Beverages,,Low
5107,Om Sai Sandwich,Fast Food,,,Low
5108,Nebula Restaurant,Chinese,,,Low
5109,Adarsh Bakers Point,Bakery,,,Low
5110,Tandoor Mantraa,North Indian,Mughlai,,High
5111,King Chilli Oriental Restaurant,Chinese,Asian,Seafood,High
5112,Zeal 3,North Indian,Chinese,,High
5113,Kitchen Spice,North Indian,Mughlai,Seafood,High
5114,Shreeyog Dining Hall,Maharashtrian,,,High
5115,Sanmaan Family Resto Bar,North Indian,Chinese,South Indian,High
5116,Ajit Restaurant,North Indian,Mughlai,Chinese,High
5117,The Arabian Twist,Biryani,Fast Food,Chinese,Low
5118,Surbhi,South Indian,Chinese,North Indian,High
5120,Top China Delight,Chinese,Thai,,High
5121,Curry N Spice- Yogi Executive,North Indian,Chinese,Thai,High
5122,Momento Pizza,Italian,Pizza,Fast Food,High
5123,The Bakerie - The Shalimar Hotel,Bakery,Desserts,Fast Food,Low
5124,Royal Challenge Ii,North Indian,Chinese,Seafood,High
5125,Ninety Degrees,Bakery,,,Low
5126,Brew House Cafe,Cafe,Bakery,,High
5127,Ashapura Snacks,South Indian,,,Low
5128,The Taste Of Kolkata & More,Bengali,Fast Food,,High
5129,Ghati Restaurant,Maharashtrian,,,High
5130,Vatavaran,Chinese,Continental,Healthy Food,High
5131,Grill O Rolls,Lebanese,North Indian,Rolls,Low
5132,Royal Special Dosa Corner,South Indian,,,Low
5133,Pushpak Vihar,North Indian,Chinese,,High
5134,Good Times,North Indian,Biryani,Chinese,High
5136,Supriya Fast Food,Fast Food,Beverages,Pizza,High
5137,Mazedaar Pizza,Fast Food,,,Low
5138,My Cafe,Coffee,Italian,Sandwich,Low
5139,Aiyer'S,South Indian,,,Low
5140,Gossip Cafe,Fast Food,Italian,,High
5141,Anda Mahal,Street Food,Momos,,Low
5142,Uv Specials,Bakery,Chinese,,High
5143,Fruitkart,Beverages,Healthy Food,,Low
5144,Wakhra Punjab,Biryani,Chinese,North Indian,High
5145,Cheesecode,Fast Food,,,Low
5146,Mejwani,Chinese,North Indian,Thai,High
5147,Green Chili,Chinese,,,High
5148,Angel Dosa Centre,South Indian,,,Low
5149,Shegaon Kachori,Street Food,Fast Food,,Low
5150,Sanjeevna,North Indian,Chinese,Mughlai,High
5152,Fuel Up,Fast Food,,,High
5153,40% Discount,North Indian,Mughlai,Chinese,High
5154,Mom'S Magic Pizza And More,Italian,Pizza,Fast Food,Low
5155,Safarnama,American,Italian,Fast Food,High
5156,Paps Premium Lounge,North Indian,Mexican,Continental,High
5157,Barcode,North Indian,Continental,Chinese,High
5158,B'Creamy,Ice Cream,Juices,Desserts,Low
5159,Knm Fine Dine And Lounge,North Indian,Chinese,Continental,High
5160,Faham Restaurant & Lounge,Chinese,Mughlai,,High
5161,The Belgian Waffle Co.,Desserts,,,Low
5162,Rolls Royale,Desserts,Ice Cream,,Low
5163,Minus 301 Degrees F,Desserts,Ice Cream,,Low
5164,Badshah,South Indian,Fast Food,Desserts,High
5165,Namaskar,Chinese,North Indian,,High
5166,Ài Shiwū,Chinese,Thai,,High
5168,Cake Route,Bakery,Desserts,,Low
5169,Hotel Gavdevi,North Indian,Chinese,Seafood,High
5170,Niche Cafe,Chinese,Continental,Indian,High
5171,The Sai Leela,Bakery,Fast Food,,Low
5172,Nawab House,Biryani,,,Low
5173,Food Per Kg,North Indian,,,High
5174,Pitchfork,Salad,European,,High
5175,Miyasaab,North Indian,Mughlai,Chinese,High
5176,Gastronom,Chinese,Japanese,Thai,High
5177,The Choice Food,South Indian,Sandwich,Beverages,Low
5178,Kolkata Fast Food Center,Bengali,Fast Food,,Low
5179,Snacks N Meals,North Indian,Fast Food,,Low
5180,Hotel Sandeep Family Restaurant,North Indian,Chinese,Continental,High
5181,What The फOod!,Chinese,Fast Food,,Low
5182,Cherimoya,Desserts,Ice Cream,,Low
5184,Uv Specials,Bakery,Chinese,,High
5185,Gossip Cafe,Fast Food,Italian,,High
5186,Royal Special Dosa Corner,South Indian,,,Low
5187,The Choice Food,South Indian,Sandwich,Beverages,Low
5188,What The फOod!,Chinese,Fast Food,,Low
5189,Hotel Sandeep Family Restaurant,North Indian,Chinese,Continental,High
5190,Hotel China Town,North Indian,Chinese,,Low
5191,Red Dragon,Chinese,,,High
5192,Mazedaar Pizza,Fast Food,,,Low
5193,Shree Balaji 99 - Variety Dosa Center,South Indian,,,Low
5194,Bangalore Iyangar'S Bakery,Bakery,,,Low
5195,Sinfully Whipped,Desserts,Bakery,,Low
5196,Snacks N Meals,North Indian,Fast Food,,Low
5197,Melting Pot Bhojanalaya,South Indian,,,High
5198,Come & Eat,Chinese,Fast Food,,Low
5200,Makozi - The Asian Kitchen,Asian,,,Low
5201,Red Fort Cake & Bake,Bakery,Desserts,,Low
5202,Smoked Biryani,Biryani,North Indian,,Low
5203,Chatako The Gujju'S,Gujarati,,,High
5204,Cafe Noor,North Indian,,,Low
5205,Hotel Parijat,North Indian,Chinese,Malwani,High
5206,Cafe Choco Craze,Cafe,,,Low
5207,Delhi Sweet & Bhelpuri House,Mithai,Street Food,North Indian,Low
5208,Annaleela,South Indian,North Indian,Chinese,High
5209,Shetty'S Hunger Pang,Chinese,Biryani,North Indian,High
5210,Hotel Silver Spoon,North Indian,Chinese,Mughlai,High
5211,Gothi'S Corner,Street Food,,,Low
5212,The Fat Guys,Fast Food,,,High
5213,Masala Mantra,North Indian,Chinese,Seafood,High
5214,Backbenchers Cafe,Cafe,Fast Food,,Low
5216,Ankur - The Coastal Bistro,Mangalorean,Seafood,North Indian,High
5217,Cafe Corner,Cafe,,,High
5218,The French Affair,Desserts,French,North Indian,Low
5219,Yuvi'S Pizza House,Italian,,,High
5220,Mukkam Post Malwan Hotel Nx,Maharashtrian,Malwani,,High
5221,Bhakar,Maharashtrian,,,High
5222,Bachelors Biryanis,Biryani,,,Low
5223,Hunger Corner Chinese Food,Chinese,Fast Food,,Low
5224,The Food Brigade,Chinese,,,Low
5225,Marathe Kitchen,North Indian,,,Low
5226,Bikaner Sweet & Namkin,Mithai,Street Food,Fast Food,Low
5227,New Lazeez Restaurant,North Indian,Mughlai,Fast Food,High
5228,Pritam Family Restaurant & Bar,Chinese,North Indian,Seafood,High
5229,Cafe National,North Indian,Chinese,,Low
5230,Ramdev Ice Cream,Ice Cream,Beverages,,Low
5232,Kolchi,Chinese,,,High
5233,The Ice Box,Ice Cream,Desserts,,Low
5234,Mihir Lunch Home,North Indian,Chinese,,Low
5235,Spice Restaurant,Chinese,,,High
5236,Chak De Chaat,Street Food,Fast Food,Juices,Low
5237,Dragon Food Court,Chinese,,,Low
5238,Attill Global Biryani Darbar,Mughlai,North Indian,,High
5239,Shiv Prasad,Chinese,South Indian,North Indian,High
5240,Vaishali'S Cold Coco,Desserts,Beverages,,Low
5241,Samadhan,North Indian,Chinese,Mughlai,Low
5242,Hotel Durga Prasad,North Indian,Chinese,South Indian,High
5243,Original Chung Fa,Chinese,Seafood,,High
5244,Panvel Biryani Center,Biryani,,,Low
5245,Hotel Aalishan,Maharashtrian,Fast Food,,Low
5246,Om Sandwich,Fast Food,,,Low
5248,Conical Gaufres,Desserts,,,High
5249,Taste Track Cafe,Bakery,Fast Food,,Low
5250,Hotel Raghuvel Bar,North Indian,Chinese,,High
5251,Mumbai Express Cafe,Cafe,,,Low
5252,Mamledar Misal,Maharashtrian,,,Low
5253,King Shawarma,Lebanese,,,Low
5254,Sameer'S Cafe,Cafe,Fast Food,,Low
5255,Kullcha K'Ng,North Indian,,,Low
5256,Golden Chinese & Indian,Chinese,North Indian,,High
5257,Ruhani,Chinese,North Indian,,Low
5258,Mustafa Juice Center,Beverages,,,Low
5259,Bharat Family Bar & Restaurant,North Indian,Chinese,,High
5260,Vaibhav Pure Veg,North Indian,Chinese,,Low
5261,A.1 Dosa Center,Fast Food,South Indian,,Low
5262,Naigaon Express,North Indian,Chinese,Fast Food,High
5264,Sai Sagar Pure Veg,North Indian,South Indian,Chinese,Low
5265,Manisha Fine Dining Bar,North Indian,Mughlai,Chinese,High
5266,Hotel Break Point,Chinese,North Indian,,Low
5267,Sai Sandwich,Fast Food,,,Low
5268,Biryani Darbar,North Indian,Mughlai,Chinese,High
5269,Chocolate World,Cafe,Desserts,,Low
5270,Laxmi Thapa Pasta,Fast Food,Italian,,High
5271,Santushti Delicacies Restaurant,North Indian,Chinese,Fast Food,High
5272,Manohar Pure Veg,Chinese,Fast Food,North Indian,Low
5273,Sweta Restaurant,North Indian,Chinese,Malwani,High
5274,Yummy Foods,South Indian,Chinese,Fast Food,High
5275,Malvani Touch,Malwani,Seafood,Chinese,High
5276,Summer Harvest,North Indian,Chinese,Maharashtrian,High
5277,New Aamantran Family Restaurant,North Indian,Chinese,,High
5278,Prithvish,Chinese,North Indian,Mangalorean,High
5280,Chyna,Chinese,,,High
5281,Little Bite,Street Food,Fast Food,Juices,Low
5282,Samadhan,Chinese,Fast Food,North Indian,High
5283,China House,Chinese,Thai,Seafood,High
5284,Best Choice Restaurant,Fast Food,North Indian,Chinese,High
5285,Juice World,Fast Food,Beverages,,High
5286,Brewcrew,Cafe,Italian,Burger,High
5287,Medley'S Pizza,Pizza,,,High
5288,Jules- Makes You Drool,Burger,Beverages,Fast Food,High
5289,Mashawi House Of Tandoor,Mughlai,,,Low
5290,Blue Moon Family Restaurant,Fast Food,Chinese,Pizza,High
5291,Five One Four,North Indian,Fast Food,Beverages,Low
5292,Anil Kheema Patice Centre,Mughlai,Fast Food,,Low
5293,Juices & More,Juices,Fast Food,,Low
5294,Gurukrupa Indian And Chinese,Chinese,,,Low
5296,Sairaj,Malwani,North Indian,,Low
5297,Shubham Rolls,North Indian,Mughlai,Rolls,Low
5298,Belly Darbar,North Indian,Biryani,Kebab,High
5299,Hunger,Fast Food,North Indian,Chinese,High
5300,Ad'S Milkbar,Beverages,Desserts,,Low
5301,Hotel Sai Leela Family  Restaurant & Bar,North Indian,Mughlai,Chinese,High
5302,Flambos,Fast Food,Pizza,Sandwich,High
5303,Via Calcutta,Street Food,,,Low
5304,Rizwan Hot Roll,Rolls,Sandwich,Pizza,Low
5305,Nirvaan - The Indian Kitchen,North Indian,Rolls,,High
5306,Health By Mondo,Healthy Food,Sandwich,Indian,High
5307,Hotel South Tadka,South Indian,,,Low
5308,Fal Fusion,Beverages,,,Low
5309,Li'L Hunger,Fast Food,,,Low
5310,Local Bar & Kitchen,Seafood,North Indian,Chinese,High
5312,Us Pizza,Pizza,Fast Food,,High
5313,Amritsari Chaat,Street Food,Fast Food,Beverages,Low
5314,Caramel,Bakery,Desserts,,Low
5315,Cafe Hangout,Fast Food,Sandwich,Pizza,Low
5316,Flavours Of Spice,Fast Food,Italian,Chinese,High
5317,Fresh Juice & Snacks,Fast Food,Street Food,Beverages,Low
5318,Bowl Baby Bowl,Asian,Chinese,Thai,High
5319,Malgudi,Fast Food,South Indian,,High
5320,Lazeez Rolls & More,Chinese,Street Food,Rolls,Low
5321,Nr Restaurant,North Indian,Chinese,,Low
5322,M. S. Franky,Fast Food,,,Low
5323,Turning Point Pure Veg,Chinese,Fast Food,North Indian,High
5324,Foodpath,North Indian,,,Low
5325,Chennai Express- The Food Wagon,South Indian,,,Low
5326,Food 7,Fast Food,Pizza,,High
5328,Pot Pourri,Italian,Continental,Mexican,High
5329,London Taxi,Modern Indian,Asian,British,High
5330,Mastee,North Indian,Continental,,High
5331,Cold Stone Creamery,Ice Cream,Desserts,,Low
5332,Barrel & Co.,Continental,Italian,North Indian,High
5333,The Bombay Cartel,Continental,Italian,Chinese,High
5334,Lucky Restaurant,Mughlai,North Indian,Chinese,High
5335,Mia Cucina,Italian,,,High
5336,Urban Tadka,North Indian,Mughlai,,High
5337,Chili'S American Grill & Bar,American,Mexican,Burger,High
5338,Dara'S Dhaba,North Indian,Mughlai,Chinese,High
5339,Sardar Pav Bhaji,Street Food,Maharashtrian,Fast Food,Low
5340,Light House Cafe,Continental,Thai,Italian,High
5341,Persia Darbar,Mughlai,North Indian,Chinese,High
5342,Trench Restro Lounge By The Chocolate Room,North Indian,Mexican,Italian,High
5344,Cafe Kebabiz,Mughlai,,,Low
5345,Welcome Family Restaurant,Chinese,,,High
5346,Tequila Sunrise,Mexican,Italian,North Indian,High
5347,Mumbai Central Juice & Snacks Centre,Juices,Street Food,,Low
5348,Jai Malhar,Chinese,North Indian,Mughlai,High
5349,Bliss,Continental,Chinese,North Indian,High
5350,Puranidilli - 13,Iranian,North Indian,Kebab,High
5351,Xo Belgian Waffle,Desserts,Beverages,,High
5352,The Biryani Adda,Biryani,North Indian,Mughlai,High
5353,Granville Greens,Mexican,North Indian,Italian,High
5354,Maa Gauri Annadata,North Indian,Chinese,,High
5355,Lof - Leap Of Faith,Chinese,Continental,Mexican,High
5356,Loca Lucho,Mexican,,,High
5357,Cult,North Indian,Chinese,Continental,High
5358,China Gaon,Chinese,Thai,Seafood,High
5360,The Pizzaman,Fast Food,,,Low
5361,The Old School Canteen,South Indian,,,Low
5362,Jerry'S Tandoor Mansion,Mughlai,,,Low
5363,Gharchi Aathvan,Maharashtrian,Fast Food,,Low
5364,Dream Kitchen,North Indian,Chinese,,Low
5365,Small Bites,Fast Food,Momos,Rolls,Low
5366,Hot Pot Biryani & Kebabs,North Indian,Biryani,,Low
5367,Wild Wings,Fast Food,American,,High
5368,Exquisite,Desserts,,,High
5369,Happy Place,Fast Food,Beverages,Ice Cream,Low
5370,Bombay Juice & Fast Food,Fast Food,Beverages,,Low
5371,Babu'S Pizza And Foods,Fast Food,Pizza,,Low
5372,Adraq By Oyo,North Indian,,,Low
5373,Indu Vadapav,Street Food,,,Low
5374,China Star,Chinese,,,Low
5376,Muchhad Paanwal & Restaurant,Paan,,,Low
5377,Tparty,Cafe,,,Low
5378,Cheeze It !,Italian,Mexican,,Low
5379,Utsav Kitchen,North Indian,Chinese,South Indian,High
5380,Yummy Indore,Fast Food,,,Low
5381,Ayush Cuisine Chinese & Fast Food Family Restaurant,Chinese,Fast Food,Asian,High
5382,M'S Hungers,Fast Food,,,High
5383,Dilli Streatery,North Indian,,,Low
5384,K4 Kitchen,North Indian,Chinese,,High
5385,Maiz Mexican Kitchen,Mexican,Salad,,High
5386,Pabrai'S Fresh And Naturelle Ice Creams,Ice Cream,,,Low
5387,Selfienation,Cafe,,,High
5388,Ratnakar Lunch Home,Chinese,North Indian,Mughlai,Low
5389,Udipi Krishna Veg Treat,North Indian,South Indian,Chinese,High
5390,New Rasoi Chinese Family Restaurant,Chinese,,,High
5392,Mandala,Healthy Food,Salad,Thai,High
5393,Time For Momos!,Chinese,Thai,Momos,Low
5394,Hotel Anand Foodland,North Indian,Chinese,,High
5395,Ankur - The Coastal Bistro,Mangalorean,Seafood,North Indian,High
5396,Han Dynasty,Chinese,Thai,,High
5397,Gaothan,Malwani,Konkan,Seafood,High
5398,Durga Restaurant And Bar,North Indian,Chinese,,High
5399,Koco'S Kitchen,North Indian,,,Low
5400,Welcome,Chinese,Lebanese,,Low
5401,Minions Lounge,Malaysian,Chinese,Thai,High
5402,Shawarma Chef,Wraps,Fast Food,,Low
5403,Ame-I-Zing Face Chinese,Chinese,,,Low
5404,Desi Meal Box,Fast Food,Chinese,,Low
5405,Kitchen Kraft,North Indian,Chinese,Malwani,High
5406,Wafflebay,Desserts,,,Low
5408,Wafflebay,Desserts,,,Low
5409,Pancake Bay,Desserts,,,Low
5410,Chef'S Secret,North Indian,Mughlai,Chinese,High
5411,Hotel Super Point,Chinese,,,High
5412,Chinese N Tandoori,Chinese,,,High
5413,Yadgaar Restaurant,Mughlai,Chinese,,Low
5414,Temptations The Ice Cream,Ice Cream,,,Low
5415,Spring Onion,Chinese,North Indian,,Low
5416,Seasons Fine Dine Bar,Mughlai,North Indian,,High
5417,Royal Orchid Family Restaurant,Chinese,Indian,South Indian,High
5418,Jay Malhar,Chinese,North Indian,,Low
5419,Noor Seekh Paratha,North Indian,Kebab,,Low
5420,Masala Express,North Indian,Chinese,Continental,Low
5421,Go Chaina,Chinese,North Indian,,Low
5422,Wow! Chicken,BBQ,,,High
5424,Mid Night Cravings,Fast Food,Beverages,,Low
5425,Paratha King,Fast Food,,,Low
5426,Shutup N Diet,Healthy Food,Fast Food,,Low
5427,Cafe Nagina,North Indian,Mughlai,Chinese,Low
5428,Shree Samarth,North Indian,Chinese,,High
5429,Krishna'S Restaurant,North Indian,Chinese,Seafood,High
5430,Nityanand Restaurant & Bar,North Indian,Chinese,,Low
5431,Deepa Restaurant,North Indian,Chinese,Mughlai,High
5432,Tadka Bar & Restaurant,North Indian,Chinese,Malwani,High
5433,Harsh Chinese,Chinese,,,Low
5434,Bharat Restaurant,Biryani,Mughlai,,Low
5435,Neelam,North Indian,Chinese,Fast Food,High
5436,Vishal Restaurant & Bar,Chinese,North Indian,Fast Food,High
5437,Sanket Hotel,Chinese,North Indian,Seafood,High
5438,Vaibhav Bar & Restaurant,North Indian,Chinese,,Low
5440,Satvik Restaurant & Bar,North Indian,Chinese,,High
5441,Jawahar Restaurant & Bar,Chinese,North Indian,Mughlai,High
5442,Hotel Ajay Palace,North Indian,Chinese,Seafood,High
5443,Sukh Sagar,North Indian,Chinese,,High
5444,Rahul Family Restaurant And Bar,Seafood,North Indian,Chinese,High
5445,Starters + More,North Indian,Chinese,,Low
5446,Desserts Factory,Desserts,Fast Food,,Low
5447,Islami Yadgar,North Indian,Chinese,Fast Food,High
5448,Canteena Juice Centre,Juices,,,Low
5449,Nanda Deep Fine Dine,Malwani,Seafood,North Indian,High
5450,Summer Garden,Mughlai,Chinese,,High
5451,California,North Indian,Malwani,Chinese,High
5452,Natural Juice Bar & Ice Cream,Juices,Ice Cream,Beverages,Low
5453,Praveen'S Kitchen,North Indian,Chinese,,Low
5454,Lion'S Kitchen,Italian,,,Low
5456,The Duplex Cafe And Bar,North Indian,Continental,,High
5457,Chinese Box,Chinese,,,Low
5458,Shabari,Mughlai,Chinese,,High
5459,Aqua Garden Resto Bar,North Indian,Chinese,Biryani,High
5460,Royal Family Restaurant & Bar,North Indian,Chinese,,High
5461,Modern Bar & Restaurant,North Indian,Chinese,Seafood,High
5462,Urmila Restaurant,North Indian,Chinese,,High
5463,Fresh Juice Center & Snacks Fast Food,Chinese,Fast Food,South Indian,Low
5464,5Th December Chocolatier & Patissier,Bakery,,,High
5465,Mayura Restaurant & Bar,North Indian,Seafood,Chinese,High
5466,Festival Restaurant,North Indian,Chinese,,High
5467,Sai Kiran,North Indian,Chinese,,High
5468,Shreya Restaurant & Bar,North Indian,Chinese,,High
5469,Oasis Family Restaurant,North Indian,Chinese,,High
5470,Royal Garden,North Indian,Chinese,,High
5472,Best Restaurant,North Indian,Chinese,Mughlai,High
5473,Krishna Vilas Hindu Hotel,North Indian,Chinese,Malwani,High
5474,Ekam Amritsari Kitchen,North Indian,Chinese,,High
5475,Ruchira Restaurant,North Indian,Chinese,Mughlai,High
5476,Samruddhi,Chinese,North Indian,,High
5477,Sanjraj,Chinese,North Indian,Seafood,High
5478,Patel'S,Chinese,,,Low
5479,Vijayalaxmi,Chinese,North Indian,,High
5480,Om Sai,Chinese,Mughlai,North Indian,High
5481,Supriya,Mangalorean,Chinese,North Indian,High
5482,Raj Bar & Restaurant,North Indian,Chinese,Mughlai,High
5483,Santosh Restaurant & Bar,Chinese,North Indian,Seafood,High
5484,Kushal Restaurant,Chinese,North Indian,Seafood,High
5485,Guru Lunch Home & Bar,North Indian,Chinese,,Low
5486,Hotel Shree Ganesh,South Indian,North Indian,Street Food,High
5488,Suraahi Restaurant & Bar,North Indian,Chinese,Mughlai,High
5489,Hotel Pancharatna,North Indian,Seafood,Chinese,High
5490,Prasadini,North Indian,Chinese,Seafood,High
5491,Hotel Anand Bhavan,North Indian,Chinese,South Indian,Low
5492,Step Inn Restobar,North Indian,Chinese,Mughlai,High
5493,Hotel Vin Vina,North Indian,Chinese,,High
5494,Cenora,South Indian,North Indian,Chinese,High
5495,Shree Laxmi,North Indian,South Indian,Chinese,High
5496,Sea Lounge,North Indian,Chinese,Fast Food,High
5497,The China House,Chinese,Thai,,High
5498,Moon Wok,Korean,Chinese,Asian,High
5499,Zingaat Foods,Chinese,Biryani,,Low
5500,Meals 4 U,North Indian,Chinese,,High
5501,Wtf! Where'S The Food!,Street Food,,,Low
5502,Kitchenette,Healthy Food,Continental,,High
5504,Sea Shells,Seafood,North Indian,Chinese,Low
5505,Midnight Bites,Chinese,Fast Food,,High
5506,The Hidden Kitchen,North Indian,Chinese,,Low
5507,Midnight Kitchen,North Indian,Chinese,Continental,High
5508,Silver Fork,Chinese,,,Low
5509,Cheers Family Garden And Restaurant,North Indian,Chinese,Thai,High
5510,Hotel Sanjha Chulha,North Indian,Chinese,,Low
5511,Lalit Bar & Restaurant,Chinese,Seafood,Mughlai,High
5512,Hotel Ambrosia,North Indian,,,High
5513,Shashi Punjab,North Indian,Mughlai,Seafood,High
5514,Hotel Tuljai,Chinese,North Indian,,Low
5515,Hotel Kashish Resto Bar,Chinese,North Indian,Mughlai,High
5516,Hotel Swapna,North Indian,Seafood,,Low
5517,Laxmikant Family Restaurant & Bar,North Indian,Chinese,South Indian,Low
5518,Poonam,Chinese,North Indian,Seafood,High
5520,Liberty Lunch Home,Chinese,North Indian,Seafood,Low
5521,99 Pancakes,Desserts,Beverages,Cafe,Low
5522,Baskin Robbins,Ice Cream,Desserts,Beverages,Low
5523,Anda Apna Apna,Fast Food,,,High
5524,Black Nori,Japanese,Sushi,,High
5525,Thane Chilli Food Express,North Indian,Chinese,,High
5526,Sayeed Seekh Kabab Centre,Rolls,,,Low
5527,The Bombay Churros,Desserts,Beverages,,Low
5528,The Thekka,Finger Food,Continental,North Indian,High
5529,Rehmat Restaurant,North Indian,Chinese,Mughlai,High
5530,Ministry Of Games,Cafe,Desserts,,High
5531,Sai Touch,North Indian,Chinese,Mangalorean,High
5532,Quarterdeck,North Indian,South Indian,Chinese,High
5533,Rogan Tadka,North Indian,Mughlai,Chinese,High
5534,Bhaijaanz,Mughlai,North Indian,Chinese,High
5536,Meghnesh Bar & Restaurant,North Indian,Chinese,Seafood,High
5537,China Town,Chinese,,,High
5538,Taste Of North,North Indian,,,Low
5539,Shraddha,North Indian,Chinese,South Indian,High
5540,Magnum Lunch Home & Bar,Chinese,North Indian,Seafood,High
5541,Mahira Kitchen,Fast Food,,,Low
5542,Coastal Kitchen,Seafood,Mangalorean,,High
5543,Gaurav Restaurant & Bar,North Indian,Mughlai,Chinese,High
5544,La Frux,Healthy Food,Juices,,High
5545,Quality Dine,Chinese,North Indian,Thai,High
5546,Flying Kitchen,Seafood,Biryani,North Indian,High
5547,Krishna Lunch Home,North Indian,South Indian,Chinese,High
